CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
MB157_BREAST,MB 157,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","28.1,-4.6,33.8,13.0,-2.5,43.9,-8.7,-32","50.3,12.6,31.1,5.37,29.9,38.4,5.30,1.89",8,Constant,NA,8,6.57355547,0.8552
MCF7_BREAST,MCF7,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","19.1,29.9,6.43,31.5,7.45,-21,19.5,-11","9.74,28.4,14.8,14.1,27.8,23.1,7.68,5.45",8,Constant,NA,8,13.49824715,0.02904
MDAMB157_BREAST,MDA-MB-157,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","16.0,15.3,-13,-12,.53,-5.3,17.1,-22","14.1,20.2,7.02,9.41,.22,11.4,2.63,5.14",8,Sigmoid,0.011405895,8,-6.462307453,0.4268
MDAMB175VII_BREAST,MDA-MB-175-VII,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8",".25,6.11,-5.4,13.1,-5.3,9.88,-1.8,-11","9.28,3.32,8.59,12.3,23.1,5.14,22.4,7.28",8,Constant,NA,8,4.410694599,0.02118
MDAMB415_BREAST,MDA-MB-415,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","1.08,4.26,15.3,5.42,16.1,6.44,-3.8,22.1","3.48,3.40,6.36,1.77,1.17,41.0,1.73,4.39",8,Constant,NA,8,6.565010071,0.04379
MDAMB436_BREAST,MDA-MB-436,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","26.1,1.73,-6.7,6.51,2.95,14.3,13.9,-7.6","18.2,6.90,13.1,5.18,10.9,3.67,13.3,4.18",8,Sigmoid,0.003130407,8,3.551475763,0.06644
MDAMB453_BREAST,MDA-MB-453,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","6.41,-7.8,3.83,13.8,-9.5,.25,12.7,-23","8.04,11.7,5.12,15.0,16.3,12.3,13.2,12.1",8,Constant,NA,8,1.198336601,0.1205
MDAMB468_BREAST,MDA-MB-468,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","11.8,-17,19.9,-40,8.72,-37,-1.5,-84","29.4,17.9,12.4,21.1,7.34,16.9,5.97,6.05",8,Linear,NA,0.510712083,-80.23800659,1.5567
SKBR3_BREAST,SK-BR-3,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","4.74,33.4,-.82,29.5,-4.3,21.9,-9.7,21.6","15.2,10.7,16.7,7.85,10.0,8.83,2.42,15.1",8,Constant,NA,8,13.19973946,0.04103
T47D_BREAST,T-47D,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","-.43,-9.8,4.84,10.9,15.0,-7.6,.73,-43","19.6,20.5,12.0,6.78,5.98,16.0,7.95,16.2",8,Sigmoid,8.013437756,8,-42.63974762,0.4164
UACC812_BREAST,UACC-812,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.6,7.22,11.4,12.3,7.67,8.79,23.1,-7.3","5.23,33.5,20.2,18.2,27.8,11.1,17.6,7.67",8,Constant,NA,8,1.922240138,0.06187
ZR751_BREAST,ZR-75-1,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","37.7,42.5,29.9,16.3,7.70,-11,-5.5,-51","31.2,2.71,2.79,2.34,.93,18.6,2.18,24.2",8,Sigmoid,8.884562715,8,-44.46012115,0.8005
ZR7530_BREAST,ZR-75-30,L-685458,GS,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.0,15.4,1.74,8.27,-2.0,6.01,3.72,-6.0","5.17,33.5,5.52,30.3,8.29,35.1,6.17,50.9",8,Constant,NA,8,-1.168497086,0
AU565_BREAST,AU565,LBW242,XIAP,".0080,.025,.080,.25,.80,2.53,8","-11,-3.3,-28,3.63,-7.3,9.23,-36","8.58,18.0,.82,11.9,6.27,12.6,3.10",7,Constant,NA,8,-8.537415504,0.7937
BT20_BREAST,BT-20,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-26,-5.9,-8.6,5.02,.19,-17,-14,-22","9.39,1.24,10.6,14.6,22.5,13.0,34.3,1.08",8,Constant,NA,8,-11.41545391,0.4948
BT474_BREAST,BT-474,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.1,12.9,-1.8,-6.4,3.96,4.62,-11,.29","4.97,7.28,10.8,14.9,.82,4.07,6.85,.043",8,Constant,NA,8,1.112104297,0.1639
BT549_BREAST,BT-549,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-14,-6.7,-30,-28,-37,-37,-31","4.28,11.1,10.9,14.6,4.83,26.8,17.4,19.1",8,Constant,NA,8,-20.99441528,1.6262
CAL851_BREAST,CAL-85-1,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.3,-25,-27,-20,-22,-30,-38,-60","1.36,35.8,1.52,9.60,.91,9.09,.58,5.08",8,Sigmoid,9.431407792,5.117346764,-58.80088043,1.9431
CAMA1_BREAST,CAMA-1,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.5,-14,6.09,-18,-16,-34,-25,-13","9.40,8.16,4.03,2.89,11.2,.59,3.00,22.2",8,Constant,NA,8,-17.8313427,0.7152
EFM19_BREAST,EFM-19,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.4,-.40,4.72,-47,-44,-60,-70,-78",".52,7.67,6.36,15.2,6.70,.39,16.0,21.8",8,Sigmoid,0.151104838,0.328014374,-67.77881622,2.7017
HCC1187_BREAST,HCC1187,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.2,-12,-8.3,-1.4,4.52,7.74,-7.5,2.80","2.76,16.6,1.03,16.5,21.0,15.9,3.88,3.27",8,Constant,NA,8,-5.117325306,0.2256
HCC1395_BREAST,HCC1395,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-5.7,-34,-36,-7.1,-3.3,-13,-27","18.9,6.29,4.89,5.32,13.4,.57,4.88,14.8",8,Constant,NA,8,-16.07802582,1.2891
HCC1569_BREAST,HCC1569,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-1.2,9.48,-4.8,11.6,9.43,22.8,-6.8","11.2,1.69,9.23,1.94,7.21,4.48,28.6,12.1",8,Constant,NA,8,2.309803963,0.037
HCC1806_BREAST,HCC1806,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-4.5,-4.1,-10,-17,-10,-12,-24","17.6,5.83,11.4,15.9,2.39,7.89,14.2,13.2",8,Constant,NA,8,-13.31920242,0.7285
HCC1954_BREAST,HCC1954,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-16,1.59,-8.8,9.00,-4.1,6.42,-20","3.12,2.12,10.0,13.8,2.06,4.55,18.1,8.02",8,Constant,NA,8,-6.395375252,0.5034
HCC70_BREAST,HCC70,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.7,-2.2,-4.2,-5.7,-8.1,-7.4,-19,-30","14.1,7.66,16.4,9.54,20.2,15.9,7.37,5.88",8,Constant,NA,8,-9.935593605,0.426
HDQP1_BREAST,HDQ-P1,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-33,-25,.93,3.64,-3.2,-3.3,-19,-19","7.26,14.4,.52,6.54,11.6,18.9,.68,12.4",8,Constant,NA,8,-13.11877728,0.8306
HMC18_BREAST,HMC-1-8,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.5,-5.9,6.38,1.32,3.17,-3.3,-2.5,-1.0","3.57,1.38,9.79,8.33,5.79,1.27,7.89,2.22",8,Constant,NA,8,-1.792098284,0.09633
HS578T_BREAST,Hs 578T,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.7,-22,-5.8,-9.9,-1.4,.46,-21,-14","2.33,19.6,3.58,5.72,1.17,1.93,3.07,.18",8,Constant,NA,8,-7.225514889,0.5308
HS739T_BREAST,Hs 739.T,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.9,7.10,-3.0,-12,10.0,1.00,4.15,-6.2",".91,15.1,6.43,2.01,.73,3.03,2.52,1.53",8,Constant,NA,8,-2.001693726,0.2796
MB157_BREAST,MB 157,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,8.52,3.59,19.0,9.13,-11,-7.9,4.31","22.3,2.00,4.00,13.4,20.5,19.3,1.38,28.5",8,Constant,NA,8,2.460543394,0.4417
MCF7_BREAST,MCF7,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-32,-28,7.73,-3.0,-7.4,10.7,-26,-20","26.3,6.69,10.7,44.0,26.8,17.7,4.30,16.3",8,Constant,NA,8,-18.79178619,0.2945
MDAMB157_BREAST,MDA-MB-157,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","13.4,-12,-29,-6.6,-16,4.17,-24,-16","22.1,1.97,4.19,.74,1.03,9.03,.056,6.01",8,Sigmoid,0.005420263,8,-15.5096817,1.1144
MDAMB175VII_BREAST,MDA-MB-175-VII,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-6.8,10.3,-13,11.7,19.3,-13,-8.2","8.92,3.79,13.9,11.3,.86,9.13,4.60,13.9",8,Constant,NA,8,-4.664916992,0.4308
MDAMB415_BREAST,MDA-MB-415,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.4,-17,-13,-12,-9.7,5.56,-23,-14","17.9,24.0,6.82,24.1,21.5,7.22,9.22,20.2",8,Constant,NA,8,-12.4525032,0.6508
MDAMB436_BREAST,MDA-MB-436,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-5.4,.64,.50,7.12,-1.3,4.50,11.5","6.67,10.9,1.62,11.9,1.69,18.9,15.3,13.1",8,Constant,NA,8,1.825630426,0.5103
MDAMB453_BREAST,MDA-MB-453,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-9.3,7.50,-15,-6.5,-14,-22,-32",".65,1.91,2.48,14.3,4.23,5.78,6.03,3.43",8,Sigmoid,2.191242456,8,-31.47526932,0.3383
MDAMB468_BREAST,MDA-MB-468,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-23,-24,20.4,-17,10.8,-3.1,10.2,-31","11.0,21.0,32.8,8.15,14.4,.18,.060,4.06",8,Constant,NA,8,-6.385571003,0.8595
SKBR3_BREAST,SK-BR-3,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-19,-.45,-4.4,-1.8,-7.1,-8.0,-21","7.05,7.84,.91,4.41,8.73,21.9,22.7,10.9",8,Constant,NA,8,-8.726679802,0.2658
T47D_BREAST,T-47D,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.5,-15,7.60,-16,.96,-6.2,-11,-11","18.9,13.7,12.5,9.44,8.83,10.2,15.0,19.4",8,Constant,NA,8,-5.285652161,0.9794
UACC812_BREAST,UACC-812,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.3,3.97,-10,-7.7,-4.0,-8.1,-9.8,-20","2.40,6.23,7.37,27.3,13.9,23.0,33.7,15.2",8,Constant,NA,8,-6.17723465,0.1302
ZR751_BREAST,ZR-75-1,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-28,-5.4,-38,24.5,-7.3,33.6,22.6,31.4","43.4,18.7,11.3,2.68,11.6,20.8,66.8,5.29",8,Constant,NA,8,3.770021677,1.0596
ZR7530_BREAST,ZR-75-30,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","2.71,-7.8,-20,-30,-10,-10,-12,-15","14.8,20.9,25.5,12.0,13.0,28.5,18.1,3.29",8,Constant,NA,8,-14.90402985,0.2425
AU565_BREAST,AU565,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-9.0,-15,-33,-55,-79,-90,-96","4.76,.47,5.16,.91,11.9,1.25,.62,.46",8,Sigmoid,0.204432026,0.183209524,-95.35471344,3.5677
BT20_BREAST,BT-20,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","7.77,-7.9,-1.2,8.03,-8.3,6.52,-15,-48","28.0,16.1,34.7,39.0,19.7,36.3,18.8,7.09",8,Constant,NA,8,-14.30575657,0.6681
BT474_BREAST,BT-474,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","8.41,-17,-31,-43,-59,-83,-96,-120","28.5,21.1,13.7,15.8,16.8,.15,1.00,.41",8,Sigmoid,8.020292071,0.116183236,-118.4226532,3.3811
BT549_BREAST,BT-549,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","2.96,2.36,-32,7.56,5.21,-12,-32,-48","11.2,16.4,63.7,7.34,4.25,14.1,65.8,3.51",8,Constant,NA,8,-0.168496042,1.0001
CAL851_BREAST,CAL-85-1,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","5.82,-10.0,16.2,-18,-11,-51,-55,-78","31.1,9.12,6.19,.053,4.20,33.0,11.0,.16",8,Sigmoid,2.043146133,1.899548173,-77.30729675,1.9052
CAMA1_BREAST,CAMA-1,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","5.74,9.93,3.30,3.84,6.52,16.1,-9.8,-22","1.63,.74,9.36,14.3,11.2,6.63,2.55,17.7",8,Sigmoid,2.360326529,8,-22.14266014,0.146
EFM19_BREAST,EFM-19,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","12.4,-4.1,10.1,-7.1,-5.3,-15,-6.4,-47","10.2,12.6,17.5,5.83,4.63,5.18,5.85,3.24",8,Sigmoid,8.867133701,8,-45.59579086,0.7549
HCC1187_BREAST,HCC1187,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8",".80,3.58,-.69,11.2,6.63,5.02,.91,-1.9","19.0,15.6,10.8,17.3,.10,6.57,1.03,7.56",8,Constant,NA,8,2.377377748,0
HCC1395_BREAST,HCC1395,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","19.0,20.2,22.9,.76,20.3,-8.0,-29,-22","24.2,35.0,7.22,2.65,5.90,3.37,17.2,14.6",8,Sigmoid,0.753262937,8,-25.6764946,0.3471
HCC1569_BREAST,HCC1569,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-.77,4.13,-.19,-2.6,-4.5,-1.9,-7.3,-37","7.35,41.3,5.26,16.1,8.58,9.89,22.7,2.59",8,Constant,NA,8,-4.682286263,0.3181
HCC1806_BREAST,HCC1806,Lapatinib,EGFR,".0080,.025,.080,.25,.80,2.53,8","-12,3.81,-11,11.1,-18,-40,-54","17.6,11.1,13.1,20.6,36.5,9.01,18.6",7,Linear,NA,4.378564953,-54.0857811,1.4366
HCC1954_BREAST,HCC1954,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.8,8.72,-1.1,-14,-20,-49,-54,-93","16.1,18.9,19.3,3.20,5.61,4.41,3.56,1.73",8,Sigmoid,8.357420767,1.457828045,-91.33030701,2.0762
HCC70_BREAST,HCC70,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.8,-.49,11.8,4.17,6.59,-11,-6.9,-47","7.87,6.51,24.7,17.9,21.4,10.3,26.2,27.2",8,Sigmoid,8.132246633,7.363319874,-65.43390656,0.6068
HDQP1_BREAST,HDQ-P1,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","9.50,-.82,8.37,18.5,-8.1,-39,-40,-60","25.4,5.35,12.1,1.82,29.2,8.06,12.4,16.5",8,Sigmoid,0.445293456,3.104604244,-50.69605255,2.4691
HMC18_BREAST,HMC-1-8,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","4.67,6.62,.62,2.04,5.24,8.33,-2.5,-34","7.01,.17,.79,4.74,4.79,9.40,.81,1.00",8,Sigmoid,3.51103878,8,-34.49472046,0.3697
HS578T_BREAST,Hs 578T,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.6,-3.2,-4.2,-2.8,-1.4,6.55,-9.4,-18","9.81,9.03,2.43,3.57,2.61,6.37,9.34,2.07",8,Constant,NA,8,-3.173414469,0.2025
HS739T_BREAST,Hs 739.T,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.0,6.88,16.7,3.66,-.20,-5.8,11.4,13.5",".65,4.76,2.41,12.4,36.1,2.48,.57,8.32",8,Constant,NA,8,8.984671593,0.2569
MB157_BREAST,MB 157,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","19.9,28.0,5.58,14.2,2.39,-15,-35,-44","28.4,29.3,2.47,16.3,7.69,30.7,21.0,8.60",8,Linear,NA,8,-43.73069763,1.2831
MCF7_BREAST,MCF7,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","30.5,28.8,-6.0,6.21,-28,-17,-30,-86","12.4,24.4,9.07,5.39,15.1,5.34,24.3,17.2",8,Sigmoid,8.974668059,2.845193863,-75.66042328,0.4242
MDAMB157_BREAST,MDA-MB-157,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","9.99,12.0,-7.1,13.6,10.4,9.26,2.44,5.91","1.40,10.8,3.19,9.25,5.52,3.64,.11,25.0",8,Constant,NA,8,7.157626152,0.1138
MDAMB175VII_BREAST,MDA-MB-175-VII,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","12.6,9.86,-4.4,-7.8,-35,-62,-87,-95","10.9,8.07,5.64,9.44,6.27,5.50,5.50,.87",8,Sigmoid,0.402319819,0.46874091,-95.93920898,2.3603
MDAMB415_BREAST,MDA-MB-415,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.1,34.2,3.80,3.62,-13,9.84,-23,-23","12.2,10.9,28.9,14.9,5.39,4.75,34.9,37.9",8,Constant,NA,8,0.260646343,0.4949
MDAMB436_BREAST,MDA-MB-436,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","19.0,.31,13.7,-5.6,10.1,-9.8,-6.4,-15","2.41,12.2,3.08,12.8,7.93,3.75,3.01,12.8",8,Sigmoid,4.344305515,8,-13.39495945,0.2457
MDAMB453_BREAST,MDA-MB-453,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.3,-5.7,-9.2,-6.0,-29,-42,-58,-76","3.67,3.97,3.82,8.09,9.41,4.54,1.07,4.25",8,Sigmoid,1.272974253,1.437899709,-74.98283386,1.582
MDAMB468_BREAST,MDA-MB-468,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","21.4,12.2,19.1,25.7,4.61,-14,-53,-88","7.15,4.97,13.2,3.27,2.18,4.23,7.69,1.62",8,Sigmoid,2.07880187,2.312558651,-87.66216278,1.4168
SKBR3_BREAST,SK-BR-3,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","19.7,-15,-10,-37,-42,-71,-71,-75","27.3,17.5,13.4,5.45,9.30,5.55,.47,4.39",8,Sigmoid,0.075882129,0.196391836,-75.49897766,2.9047
T47D_BREAST,T-47D,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","3.32,14.0,1.09,9.52,-1.4,-16,-30,-20","23.5,9.30,23.1,10.4,16.8,8.80,3.94,7.00",8,Sigmoid,0.429147363,8,-25.04823685,0.5727
UACC812_BREAST,UACC-812,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,34.9,-11,-.63,-24,-46,-60,-44","8.58,16.4,15.4,26.5,60.7,54.7,50.5,73.4",8,Constant,NA,8,14.09997559,1.3183
ZR751_BREAST,ZR-75-1,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8",".93,6.61,12.4,37.9,14.8,.81,-18,-36","14.3,31.5,34.3,47.4,35.3,6.06,8.60,42.1",8,Constant,NA,8,-5.805284977,0.4156
ZR7530_BREAST,ZR-75-30,Lapatinib,EGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,13.1,-23,-26,-74,-81,-95,-98","14.8,26.1,3.36,4.17,15.1,7.27,3.36,6.78",8,Sigmoid,0.196926519,0.166593418,-94.99932098,3.0902
AU565_BREAST,AU565,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-8.9,-9.2,-.35,-16,-8.4,19.1,-52","4.34,12.7,13.4,22.8,9.47,18.8,2.71,4.04",8,Sigmoid,8.138304193,7.879194736,-52.14413452,0.873
BT20_BREAST,BT-20,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.9,-22,-7.8,1.63,-5.7,.37,13.1,-13","8.33,21.8,7.96,16.9,26.3,26.6,16.7,18.8",8,Constant,NA,8,-5.42175293,0.3956
BT474_BREAST,BT-474,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8",".75,13.1,-2.3,14.5,-4.7,2.28,-7.9,-63","2.65,4.71,4.82,12.2,18.2,2.01,24.3,12.1",8,Sigmoid,8.738396718,6.892540932,-62.47209167,0.5231
BT549_BREAST,BT-549,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-35,7.90,16.3,7.44,10.2,1.62,4.03,-42","59.7,17.3,6.55,21.4,20.4,1.79,33.7,9.29",8,Sigmoid,8.071275328,8,-41.76569366,0.641
CAL851_BREAST,CAL-85-1,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.7,9.55,7.19,4.79,3.46,5.20,2.87,-12","7.42,31.5,16.5,11.7,10.1,5.54,13.5,18.5",8,Constant,NA,8,-0.259259254,0.07419
CAMA1_BREAST,CAMA-1,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","16.4,-1.4,-3.4,8.61,-4.0,7.87,-5.1,-52",".31,.90,12.7,1.87,14.0,9.87,6.92,17.4",8,Sigmoid,3.461487055,6.332070827,-51.81809235,0.4371
EFM19_BREAST,EFM-19,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","3.84,6.27,-3.7,15.7,-2.0,9.03,-17,-14","2.66,6.64,2.22,8.30,2.44,.51,14.6,11.5",8,Constant,NA,8,0.745572448,0.3452
HCC1187_BREAST,HCC1187,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-.71,-4.0,-.62,23.0,3.59,-.27,-7.6,-13","3.38,23.5,5.35,41.0,10.5,20.9,.71,11.2",8,Constant,NA,8,-3.813393116,0.1172
HCC1569_BREAST,HCC1569,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-16,-4.4,5.12,2.89,2.27,9.44,3.58,-18","1.90,9.14,3.54,1.81,4.40,9.01,8.26,4.65",8,Sigmoid,8.060549212,8,-17.68243408,0.1617
HCC1806_BREAST,HCC1806,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-6.1,15.4,-11,6.62,-8.0,-9.3,-53","6.31,17.6,4.12,8.29,.11,33.7,15.9,2.55",8,Sigmoid,8.003666774,7.519812584,-53.48749161,1.0867
HCC1954_BREAST,HCC1954,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.0,27.5,-.66,13.5,8.79,7.89,-7.2,-57","9.88,5.24,6.53,12.0,3.35,3.32,6.63,2.64",8,Sigmoid,3.300563574,5.009234905,-56.9713974,0.5581
HCC70_BREAST,HCC70,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.9,2.66,14.4,19.6,2.99,10.1,1.60,-12","10.2,1.89,19.3,6.10,12.1,18.8,10.7,7.88",8,Constant,NA,8,10.93593502,0.09364
HDQP1_BREAST,HDQ-P1,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.9,-18,15.4,20.7,3.95,-10,-59,-98","28.7,2.90,3.06,20.5,27.9,49.9,51.0,.26",8,Linear,NA,0.125851952,-99.25421143,3.0468
HMC18_BREAST,HMC-1-8,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","2.48,6.79,-3.9,.69,2.79,6.66,-8.1,-30","3.86,4.34,2.53,.69,2.70,.20,.61,.43",8,Sigmoid,2.920504093,8,-30.06512642,0.2208
HS578T_BREAST,Hs 578T,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.4,.15,1.85,.99,1.62,2.06,-9.4,-23","2.40,6.71,4.21,5.42,8.17,2.85,3.57,13.4",8,Sigmoid,2.636601925,8,-21.89304924,0.2575
HS739T_BREAST,Hs 739.T,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.1,6.32,7.96,12.6,1.71,-1.7,-21,-16","2.50,2.29,19.1,2.49,21.8,7.51,19.2,4.59",8,Sigmoid,0.960276067,8,-18.2283783,0.5616
MB157_BREAST,MB 157,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","24.7,25.7,20.9,32.0,-8.0,14.2,-15,-58","29.0,25.8,11.2,17.2,5.83,52.1,5.17,19.5",8,Linear,NA,3.224921905,-59.60506058,1.0798
MCF7_BREAST,MCF7,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","41.8,7.16,12.1,34.7,10.7,15.3,-23,-44","19.5,20.1,34.1,32.0,3.77,24.8,2.87,1.41",8,Linear,NA,8,-44.93592834,0.1241
MDAMB157_BREAST,MDA-MB-157,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","3.05,26.1,-6.7,10.1,-6.1,20.5,-9.1,-32","5.39,31.4,18.3,3.27,24.4,21.7,1.00,17.1",8,Constant,NA,8,5.329815865,0.6589
MDAMB175VII_BREAST,MDA-MB-175-VII,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.9,4.55,-17,1.10,10.8,11.1,6.20,-20","5.65,10.0,20.7,5.68,8.48,5.83,1.22,5.10",8,Linear,NA,8,-19.67239761,0.182
MDAMB415_BREAST,MDA-MB-415,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.1,19.8,9.74,10.8,6.45,-10,-30,-92","11.7,4.80,9.85,15.8,10.4,17.1,12.6,31.3",8,Sigmoid,8.210792629,3.974702597,-88.93553925,0.9927
MDAMB436_BREAST,MDA-MB-436,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","13.3,1.51,18.4,5.84,34.7,11.7,20.9,-31","1.45,2.86,2.93,4.82,8.09,12.0,19.8,5.24",8,Sigmoid,8.302404276,8,-31.31963539,0.2853
MDAMB453_BREAST,MDA-MB-453,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.1,-10,17.7,-1.5,-6.0,-17,-7.6,-41","6.95,5.54,12.9,9.79,5.61,3.86,5.70,5.89",8,Sigmoid,9.532789503,8,-39.4767952,0.3012
MDAMB468_BREAST,MDA-MB-468,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","11.5,4.65,33.7,53.0,7.36,20.3,-5.7,-63","7.18,21.7,30.5,7.61,6.87,9.58,11.9,8.22",8,Sigmoid,3.195904255,4.322463036,-63.02706146,0.6117
