CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
MDAMB415_BREAST,MDA-MB-415,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.59,-14,-12,-17,31.4,-9.2,-19,-18","15.7,4.48,4.93,11.2,25.7,16.0,14.6,.41",8,Constant,NA,8,-10.30340767,0.8087
MDAMB436_BREAST,MDA-MB-436,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","7.08,10.4,7.21,-2.3,27.9,7.32,37.8,-19","26.3,24.9,25.9,5.58,23.5,2.30,2.46,20.8",8,Constant,NA,8,7.319075584,0.2087
MDAMB453_BREAST,MDA-MB-453,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.5,3.81,11.7,1.46,9.53,6.18,-3.5,-87","10.2,29.6,7.20,18.2,19.4,9.95,10.3,2.21",8,Sigmoid,3.994282246,4.255000591,-87.47189331,0.8147
MDAMB468_BREAST,MDA-MB-468,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","27.4,-17,16.9,-13,48.8,.055,41.6,-67","8.91,32.9,4.96,9.13,6.65,8.39,6.13,8.66",8,Linear,NA,2.424199783,-62.96039963,0.8336
SKBR3_BREAST,SK-BR-3,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,1.83,-14,-13,-7.2,-6.9,-.39,-47","21.7,7.91,.56,35.4,5.96,5.54,6.83,16.0",8,Sigmoid,8.042423912,8,-47.12971878,0.7789
T47D_BREAST,T-47D,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-22,32.0,-4.6,3.15,10.6,6.00,-13,1.08","28.1,32.0,21.6,3.97,9.67,25.3,18.0,16.2",8,Constant,NA,8,2.313207865,0.427
UACC812_BREAST,UACC-812,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-3.6,8.77,.86,-1.8,20.1,21.3,-39","15.8,25.4,11.1,6.62,4.81,19.5,18.3,60.4",8,Constant,NA,8,1.448842406,0.2783
ZR751_BREAST,ZR-75-1,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-16,-13,10.4,-6.9,34.0,22.5,13.2,-4.8","24.8,2.10,10.5,16.0,1.91,4.69,35.1,8.13",8,Constant,NA,8,2.004356861,0.8454
ZR7530_BREAST,ZR-75-30,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.2,.42,-6.0,-9.9,8.75,-.17,15.9,-94","26.9,43.0,1.79,13.1,20.5,36.0,12.2,15.7",8,Linear,NA,0.17081114,-91.81031799,0.7984
AU565_BREAST,AU565,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.7,8.25,-2.2,6.26,7.10,25.6,-.54,-.89","18.6,2.53,6.15,9.21,10.4,11.1,12.0,9.83",8,Constant,NA,8,4.194328308,0.1526
BT20_BREAST,BT-20,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.0,-1.4,.20,-12,3.52,-15,-19,-52","27.5,1.18,25.4,4.25,31.8,22.9,9.25,2.29",8,Sigmoid,8.243600053,7.626374722,-51.76485443,0.7985
BT474_BREAST,BT-474,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","10.2,16.2,-16,-4.0,8.77,-1.5,-1.9,-40","15.3,22.1,6.10,17.3,1.65,20.7,14.6,4.28",8,Sigmoid,9.143185,8,-40.45085144,0.3988
BT549_BREAST,BT-549,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.46,27.6,1.71,8.04,-5.7,-3.9,-20,-71","14.4,15.4,1.00,4.78,4.90,6.28,.80,9.11",8,Sigmoid,8.607239045,5.395706654,-70.46554565,0.7964
CAL851_BREAST,CAL-85-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","14.0,2.94,23.2,14.4,-13,-25,-35,-52","9.42,19.1,4.57,33.6,.078,28.1,2.85,24.5",8,Sigmoid,0.221374631,8,-37.3459816,0.9655
CAMA1_BREAST,CAMA-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.39,6.55,-2.9,7.91,-2.2,4.95,-17,-12","12.7,2.44,7.97,10.2,7.36,15.3,4.61,4.84",8,Constant,NA,8,-2.042665243,0.1146
EFM19_BREAST,EFM-19,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-24,1.75,-5.6,.21,-12,-31,-31,-43","30.2,8.18,5.93,3.52,13.1,5.78,1.04,.28",8,Sigmoid,0.41806224,8,-37.91172028,1.2299
HCC1187_BREAST,HCC1187,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.3,-4.4,8.05,.37,-16,5.87,-6.5,-33","7.40,3.40,5.45,3.24,46.8,.89,10.0,6.48",8,Constant,NA,8,-1.095068812,0.4494
HCC1395_BREAST,HCC1395,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","7.94,26.1,-18,-10,19.3,16.6,-1.5,-33","19.0,5.62,13.6,7.42,18.5,2.32,1.10,39.5",8,Constant,NA,8,-1.494877219,0.4094
HCC1569_BREAST,HCC1569,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.62,2.69,-.41,10.4,1.20,2.13,-.69,-5.0","6.42,5.63,1.84,10.9,11.2,.54,7.27,.35",8,Constant,NA,8,1.295406699,0
HCC1806_BREAST,HCC1806,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.4,-5.4,-11,-2.6,-1.7,-14,-48,-82","26.3,10.5,1.26,15.7,5.53,1.96,17.6,5.07",8,Sigmoid,2.44173193,2.626514673,-81.91441345,1.8193
HCC1954_BREAST,HCC1954,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","3.79,-6.9,8.22,-1.6,6.69,.82,-3.5,-52","6.36,30.0,11.0,14.6,1.03,1.07,9.44,14.4",8,Sigmoid,6.896231651,7.747289658,-51.73308182,0.5027
HCC70_BREAST,HCC70,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.6,-1.2,11.0,-2.0,-4.8,-17,-25,-70","5.76,11.8,20.0,5.08,14.7,16.0,13.6,10.9",8,Linear,NA,6.094072261,-52.40468979,0.9657
HDQP1_BREAST,HDQ-P1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","21.2,19.2,27.9,13.0,2.83,3.72,-59,-82","36.2,18.8,11.2,11.4,11.6,15.2,16.4,14.6",8,Linear,NA,0.60489908,-83.29244232,1.7956
HMC18_BREAST,HMC-1-8,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","6.10,-4.1,-8.5,-2.4,2.18,-13,-38,-70","3.07,4.18,1.10,1.87,1.42,4.81,10.4,.70",8,Sigmoid,2.863578796,3.662677526,-69.44747925,1.1591
HS578T_BREAST,Hs 578T,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","14.4,6.10,-10,6.14,3.37,-15,-23,-36","8.48,7.31,2.11,.33,11.5,5.22,1.20,12.8",8,Sigmoid,2.712449074,8,-35.76514435,0.7075
HS739T_BREAST,Hs 739.T,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.9,3.57,-2.8,6.43,-13,-7.7,-75,-122","4.40,4.88,24.5,13.3,6.07,2.53,1.94,.058",8,Sigmoid,2.255266428,1.955537677,-121.6107559,2.1115
MB157_BREAST,MB 157,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.4,27.5,1.66,11.8,.82,-24,-57,-80",".70,11.8,27.6,17.3,31.2,.92,18.7,3.53",8,Linear,NA,0.335479268,-79.90557098,1.7622
MCF7_BREAST,MCF7,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.40,5.19,16.3,-22,-36,-81,-118,-112","1.49,12.6,56.2,32.2,1.19,21.2,13.9,5.84",8,Sigmoid,0.361564428,0.323893487,-114.1820374,1.5781
MDAMB157_BREAST,MDA-MB-157,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.91,9.98,33.3,9.35,-7.8,-6.8,-18,-68","3.31,15.7,8.29,19.3,12.7,7.35,30.0,15.7",8,Linear,NA,0.913886624,-67.6920929,1.1916
MDAMB175VII_BREAST,MDA-MB-175-VII,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.4,11.9,-22,5.37,-17,37.5,.63,12.3","7.66,17.5,1.04,1.07,4.14,28.5,7.46,21.7",8,Constant,NA,8,2.00455761,0.2732
MDAMB415_BREAST,MDA-MB-415,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.44,1.28,-11,9.95,11.4,17.5,-7.8,-9.6","18.4,43.2,29.6,14.9,37.8,10.7,4.76,1.23",8,Constant,NA,8,-2.286197662,0.2655
MDAMB436_BREAST,MDA-MB-436,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-.46,-16,8.80,-23,6.00,-27,-43,-68","3.46,15.6,24.4,6.84,16.8,2.92,17.9,1.98",8,Sigmoid,3.293587685,3.299835205,-68.23232269,1.8553
MDAMB453_BREAST,MDA-MB-453,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-23,17.6,4.22,10.5,-4.6,-11,-52,-69","15.5,9.67,32.7,4.23,31.7,13.4,24.8,5.19",8,Linear,NA,0.274789904,-70.05709839,1.0628
MDAMB468_BREAST,MDA-MB-468,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","5.41,-12,13.3,-13,10.1,-8.5,-45,-83","7.63,7.15,1.36,11.2,8.73,.36,4.30,.57",8,Sigmoid,2.460805893,2.787567377,-82.9691925,1.4916
SKBR3_BREAST,SK-BR-3,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.9,2.51,6.52,1.92,-1.9,12.7,28.6,15.7","21.3,6.08,27.1,14.5,9.96,8.84,14.8,9.93",8,Constant,NA,8,7.934308052,0.0109
T47D_BREAST,T-47D,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","20.7,-3.7,.73,-8.0,14.2,-8.1,-.27,-31","4.64,20.7,4.74,4.55,6.71,6.87,5.60,16.7",8,Sigmoid,9.464862726,8,-30.49042702,0.3381
UACC812_BREAST,UACC-812,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","1.75,9.60,.46,.71,14.2,-8.3,-40,-48","30.5,10.2,16.5,22.2,8.33,18.2,12.0,23.1",8,Sigmoid,1.384894013,2.535139799,-62.88145828,0.6884
ZR751_BREAST,ZR-75-1,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","9.70,-27,17.1,-5.6,-21,-3.6,-42,-7.2","23.0,5.83,27.5,17.8,14.1,8.49,1.43,22.9",8,Constant,NA,8,-10.63423061,0.6762
ZR7530_BREAST,ZR-75-30,TAE684,ALK,".0025,.0080,.025,.080,.25,.80,2.53,8","-22,-3.5,-15,-14,2.31,6.72,15.4,-25","20.7,3.53,4.95,5.34,10.1,24.9,15.7,8.60",8,Linear,NA,8,-24.40401649,0.3207
AU565_BREAST,AU565,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","11.5,-2.9,17.6,-3.4,-4.9,-16,-5.7,-56","2.89,16.3,10.3,7.52,16.1,12.3,14.9,14.4",8,Sigmoid,8.810607541,7.390176773,-53.90756607,0.7107
BT20_BREAST,BT-20,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.6,1.24,21.6,28.5,9.88,9.80,-4.7,-6.2","16.3,16.6,34.6,45.0,.57,16.9,16.2,12.2",8,Constant,NA,8,2.603457451,0.1317
BT474_BREAST,BT-474,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","13.1,15.3,.64,18.5,-4.4,39.4,-18,-19","7.00,14.9,3.40,18.6,6.61,10.7,3.37,.26",8,Constant,NA,8,4.12358284,0.3351
BT549_BREAST,BT-549,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","8.71,2.65,24.9,3.03,5.04,-9.7,-38,-71","16.1,19.4,4.49,3.52,12.6,6.88,.72,3.55",8,Sigmoid,4.408383846,3.910804987,-71.14031982,1.0845
CAL851_BREAST,CAL-85-1,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","3.81,14.2,11.9,27.9,11.6,3.38,-13,-22","6.38,7.46,4.52,15.7,26.6,5.62,9.95,2.59",8,Sigmoid,1.670842886,8,-22.23326492,0.322
CAMA1_BREAST,CAMA-1,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.9,1.39,-.0046,-8.4,-4.9,-4.2,-28,-34","16.5,5.83,11.2,2.22,3.06,14.4,4.66,3.77",8,Sigmoid,1.763262153,8,-33.94187927,0.494
EFM19_BREAST,EFM-19,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","4.44,-2.8,8.44,-6.2,2.39,-1.2,-24,-39","10.2,1.04,5.30,2.66,28.1,11.5,5.60,6.86",8,Sigmoid,2.238785028,8,-39.32957458,0.7954
HCC1187_BREAST,HCC1187,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","6.56,7.90,8.78,14.5,-.68,3.71,-14,-33","12.2,12.8,1.54,4.87,10.8,3.01,4.41,10.2",8,Sigmoid,2.78186059,8,-32.80176163,0.3913
HCC1395_BREAST,HCC1395,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","34.3,29.2,14.4,5.24,-11,-13,-23,-49","28.5,29.7,5.00,6.38,4.69,6.74,31.9,6.18",8,Sigmoid,8.396173969,8,-44.82153702,0.7068
HCC1569_BREAST,HCC1569,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","5.97,6.72,12.3,2.73,-10,-2.4,-16,-13","9.13,1.02,13.0,16.2,8.94,6.89,3.03,2.05",8,Constant,NA,8,-2.101873636,0.2215
HCC1806_BREAST,HCC1806,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","10.2,11.2,10.3,4.52,17.7,7.75,-12,-64","4.77,31.9,4.40,8.27,3.20,22.7,7.25,18.0",8,Sigmoid,3.554207802,5.255249023,-62.79524612,0.8257
HCC1954_BREAST,HCC1954,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","11.9,8.36,9.18,17.7,4.82,-1.6,-2.4,-27","3.53,2.32,15.6,.84,4.21,4.97,4.06,3.03",8,Sigmoid,8.577659646,8,-26.67425537,0.2642
HCC70_BREAST,HCC70,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","9.42,9.66,-1.4,3.51,3.10,-13,-29,-41","20.7,6.37,16.9,5.85,1.34,8.47,3.26,4.12",8,Sigmoid,1.617909193,8,-38.84169769,0.6686
HDQP1_BREAST,HDQ-P1,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","17.7,-4.9,17.7,9.35,-10,-3.4,-9.9,-19","5.73,9.94,33.1,13.9,9.75,2.58,2.97,42.9",8,Constant,NA,8,-2.71095562,1.6516
HMC18_BREAST,HMC-1-8,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.0,-.45,-3.0,-1.1,-1.8,-.78,-10,-58","1.25,.12,6.92,1.93,12.6,.48,1.10,2.24",8,Sigmoid,3.586217403,4.974802971,-58.3453598,0.475
HS578T_BREAST,Hs 578T,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","2.14,10.7,.73,5.66,-6.2,-1.8,-39,-76","1.67,.64,5.93,7.81,1.30,2.05,4.27,8.66",8,Sigmoid,2.584978104,3.227988243,-75.96208954,1.1832
HS739T_BREAST,Hs 739.T,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","9.78,-8.4,1.42,-6.5,-5.0,-27,-44,-74","15.5,1.74,9.01,16.6,12.7,7.44,.17,5.62",8,Sigmoid,7.036478519,3.132244825,-73.39522552,1.4499
MB157_BREAST,MB 157,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8",".69,12.6,50.7,21.4,7.47,9.10,-37,-74","15.5,20.7,36.3,2.91,20.2,27.8,1.39,.37",8,Sigmoid,2.307923555,3.174387693,-73.74344635,1.2508
MCF7_BREAST,MCF7,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,16.9,-20,.93,-.60,-2.3,-4.0,-82","8.67,34.4,5.10,.62,13.6,3.62,32.0,4.11",8,Sigmoid,7.465579033,6.51220417,-81.73416138,0.3718
MDAMB157_BREAST,MDA-MB-157,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","4.60,20.0,-3.8,7.02,-12,20.4,-30,-72","10.6,10.4,9.19,3.62,8.22,1.24,6.24,6.76",8,Sigmoid,2.597872019,3.127821207,-72.37487793,1.4616
MDAMB175VII_BREAST,MDA-MB-175-VII,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.2,2.93,-11,5.09,3.54,7.47,-12,-30","13.1,4.17,7.12,5.58,8.03,22.5,8.25,24.1",8,Sigmoid,2.703787804,8,-29.45924377,0.3676
MDAMB415_BREAST,MDA-MB-415,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","10.3,-15,33.4,-4.1,-2.5,-11,-11,-87",".14,8.77,17.9,17.9,6.75,5.13,6.54,6.19",8,Sigmoid,9.160408906,5.368505478,-86.48187256,1.1061
MDAMB436_BREAST,MDA-MB-436,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","10.5,.73,2.14,2.23,11.5,-12,-23,-53","21.2,2.94,12.2,3.53,4.27,11.0,3.70,5.43",8,Sigmoid,3.787912369,6.972090244,-52.93097305,0.8019
MDAMB453_BREAST,MDA-MB-453,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","1.48,4.71,8.89,11.3,4.06,-6.7,-21,-53","11.2,16.7,5.90,16.8,3.02,1.49,9.36,2.17",8,Sigmoid,8.102760698,7.292513847,-52.91602325,0.5439
MDAMB468_BREAST,MDA-MB-468,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","11.1,8.78,15.1,40.9,-50,3.37,-49,-68","31.6,14.7,25.9,24.3,38.6,19.4,2.19,14.3",8,Linear,NA,1.004693367,-71.70930481,1.6093
SKBR3_BREAST,SK-BR-3,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","20.2,22.2,26.0,17.4,7.65,15.6,-5.3,-40","28.9,8.29,20.0,.69,24.0,16.5,29.5,7.03",8,Sigmoid,9.041872023,8,-39.80439377,0.396
T47D_BREAST,T-47D,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","28.0,-3.8,-3.8,20.9,-7.1,10.2,12.0,-31","24.1,11.1,.54,9.27,5.82,13.7,29.5,5.17",8,Linear,NA,8,-31.5136776,0.4691
UACC812_BREAST,UACC-812,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","31.6,-2.9,20.8,.65,17.5,-1.1,24.1,13.7","29.5,11.2,29.1,11.8,29.5,10.0,20.3,7.22",8,Constant,NA,8,1.542005777,0.008233
ZR751_BREAST,ZR-75-1,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","17.0,24.0,29.4,44.1,-24,18.3,-30,-67","4.40,1.25,.76,4.37,17.6,3.26,21.4,13.3",8,Sigmoid,2.212920189,3.858885765,-66.77955627,0.8432
ZR7530_BREAST,ZR-75-30,TKI258,FGFR,".0025,.0080,.025,.080,.25,.80,2.53,8","-20,-9.2,-8.4,-10,-20,-20,-27,-41","6.69,41.7,7.23,3.07,27.8,21.7,14.3,.66",8,Constant,NA,8,-16.61974525,1.1268
AU565_BREAST,AU565,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,10.6,-13,-22,-75,-92,-98,-98","16.6,13.2,22.1,16.0,.75,3.39,1.47,1.99",8,Sigmoid,0.129808277,0.135726973,-97.47093201,3.8426
BT20_BREAST,BT-20,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","10.3,6.77,-5.2,-2.5,-23,-37,-72,-82","7.94,14.0,25.0,28.7,7.25,17.9,13.4,2.67",8,Sigmoid,0.891976178,1.101752639,-83.05131531,2.1888
BT474_BREAST,BT-474,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","23.2,-11,-15,-9.7,-6.1,-5.5,-7.3,-31","18.6,5.83,7.87,16.7,11.3,1.01,1.37,3.17",8,Sigmoid,0.004063506,8,-11.89425945,0.1767
BT549_BREAST,BT-549,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.76,-1.1,-22,-56,-71,-84,-89,-94","12.6,3.04,1.34,4.90,2.50,2.13,1.54,.0032",8,Sigmoid,0.045841247,0.079294346,-92.47835541,4.1961
CAL851_BREAST,CAL-85-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","22.1,13.0,8.86,-16,-35,-64,-71,-80","3.96,2.30,15.9,6.47,6.81,14.9,5.89,3.25",8,Sigmoid,0.194776297,0.609531581,-80.35276031,2.4477
CAMA1_BREAST,CAMA-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.13,-7.1,2.39,-14,-9.4,-19,-29,-48",".37,8.30,1.97,3.91,1.43,4.92,3.78,5.47",8,Sigmoid,9.006338864,8,-47.50944519,1.0891
EFM19_BREAST,EFM-19,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,3.36,-26,-12,-18,-49,-57,-77","19.9,.75,5.20,14.9,15.0,1.37,1.46,3.61",8,Sigmoid,8.174907632,1.288745522,-77.09359741,1.9984
HCC1187_BREAST,HCC1187,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-16,-25,-30,-17,-21,-31,-34,-54","7.41,4.49,18.8,8.53,20.5,2.24,20.0,3.18",8,Sigmoid,8.273657964,6.199724674,-54.09198761,1.8545
HCC1395_BREAST,HCC1395,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","10.2,15.7,-19,-42,-51,-37,-30,-63","14.1,11.7,3.71,4.70,2.78,6.47,11.7,8.40",8,Sigmoid,0.024211278,8,-43.82076263,2.5762
HCC1569_BREAST,HCC1569,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.1,-8.4,-3.5,-2.9,-4.0,-4.5,-23,-56","7.88,7.60,14.4,3.47,1.80,7.94,4.89,1.26",8,Sigmoid,2.909291029,4.643163681,-55.5141983,0.8191
HCC1806_BREAST,HCC1806,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-19,.30,-37,-56,-78,-74,-94,-98","18.2,3.44,20.0,.31,2.98,6.19,.010,.021",8,Sigmoid,0.062321987,0.069536671,-95.59661102,4.6446
HCC1954_BREAST,HCC1954,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".60,5.16,4.71,3.17,3.52,-6.1,-53,-77","2.72,8.00,15.6,.32,5.20,1.56,8.84,3.01",8,Sigmoid,1.892754197,2.357321501,-77.33327484,1.2184
HCC70_BREAST,HCC70,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.5,-15,.92,-43,-48,-65,-63,-87","6.83,5.65,3.29,30.4,37.8,28.8,28.4,2.28",8,Sigmoid,0.068237305,0.068039373,-83.92061615,2.4964
HDQP1_BREAST,HDQ-P1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.9,-13,-6.1,-7.1,-72,-86,-92,-93","12.4,20.2,2.76,5.64,.38,.87,.91,1.61",8,Sigmoid,0.195853725,0.198780566,-90.60458374,3.7682
HMC18_BREAST,HMC-1-8,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.1,-1.5,-4.9,2.43,-16,-42,-63,-69","6.48,.76,.31,3.93,1.20,3.83,1.71,.90",8,Sigmoid,0.642799377,1.098204136,-68.80623627,2.0497
HS578T_BREAST,Hs 578T,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.67,7.31,-3.9,.40,-25,-22,-35,-40",".18,1.50,7.90,14.6,3.24,.96,1.43,7.25",8,Sigmoid,0.257432729,8,-39.5268364,1.2176
HS739T_BREAST,Hs 739.T,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-3.2,-13,-19,-25,-32,-42,-57","4.42,1.16,7.02,2.26,18.3,3.52,5.41,1.18",8,Sigmoid,8.310254621,4.647302151,-57.05846786,2.2844
MB157_BREAST,MB 157,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-17,-29,-38,-75,-84,-94,-96","10.1,22.9,15.6,29.3,4.19,2.67,.22,.54",8,Sigmoid,0.09699522,0.081366144,-95.10942078,4.759
MCF7_BREAST,MCF7,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-18,26.5,-3.8,5.21,-28,-27,-65,-67","22.7,54.9,8.26,15.8,7.61,31.6,30.9,10.1",8,Sigmoid,0.39218539,0.700595081,-65.78452301,0.9251
MDAMB157_BREAST,MDA-MB-157,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-2.0,-6.3,-24,-52,-68,-74,-85","5.34,16.3,20.0,21.9,9.15,1.85,1.06,8.18",8,Sigmoid,0.179898396,0.219044015,-81.44400787,3.6195
MDAMB175VII_BREAST,MDA-MB-175-VII,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","30.6,23.5,-1.4,8.59,-25,-38,-50,-88","22.8,16.7,7.63,10.8,1.69,.21,3.01,12.3",8,Sigmoid,8.542653063,1.671281815,-84.33403015,1.9513
MDAMB415_BREAST,MDA-MB-415,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","19.2,11.8,-2.3,-21,-17,5.14,-44,-64","2.48,33.8,19.8,16.0,3.54,6.20,5.01,9.83",8,Linear,NA,1.833097261,-65.43546295,1.0161
MDAMB436_BREAST,MDA-MB-436,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".36,.69,-15,-25,-30,-53,-61,-66","6.10,11.7,10.6,14.2,7.98,4.35,5.54,2.60",8,Sigmoid,0.243943363,0.78094697,-67.06304932,2.5255
MDAMB453_BREAST,MDA-MB-453,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.3,.97,-1.9,-26,-59,-74,-90,-98","2.57,8.51,3.80,11.1,5.17,4.18,.26,.94",8,Sigmoid,0.201478988,0.217682108,-95.00299835,3.126
MDAMB468_BREAST,MDA-MB-468,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","4.44,-27,2.81,-23,-58,-84,-94,-96","9.42,5.76,7.98,5.81,2.79,.28,.22,.099",8,Sigmoid,0.167754397,0.195560917,-96.0521698,3.7305
SKBR3_BREAST,SK-BR-3,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".66,5.97,-45,-60,-78,-81,-91,-89","8.65,6.73,43.0,2.23,.65,5.48,4.21,.016",8,Sigmoid,0.047137417,0.062866874,-87.87248993,4.2169
T47D_BREAST,T-47D,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","21.7,-2.7,-17,-10.0,-32,-43,-50,-60","9.46,9.49,27.8,.51,10.5,.54,7.46,8.77",8,Sigmoid,0.138072416,2.112178564,-60.05889893,1.9885
